Ticker,Annual Return,Annual Volatility,Sharpe Ratio,Max Drawdown
AAPL,0.2978918852348824,0.3167863267512855,0.8772218425104572,-0.31427256666818804
AMZN,0.23265836251857172,0.35963945267336667,0.5913098825442638,-0.5614526325328255
GOOGL,0.25760746010903096,0.32498867773019524,0.7311253480230228,-0.44320054930256036
MSFT,0.24893087904731745,0.30497218619384037,0.750661500986221,-0.3714848677715096
NVDA,0.7685664633227186,0.5387882781563231,1.3893517986030326,-0.6633508396371643
